"sample.date","treatment","replicate","disturbed","fertilized","biomass","year","centered.year","log.biomass","fert.code","dist.code"
"8/8/90","T7","R5","disturbed","fert",117.205555555833,1990,-10.0958677685951,4.76392927837298,1,1
"8/8/90","T7","R6","disturbed","fert",84.3939393939394,1990,-10.0958677685951,4.4354955908949,1,1
"8/9/01","T7","R1","not.disturbed","no.fert",70.31,2001,0.904132231404901,4.25291403621107,0,0
"8/9/01","T7","R2","not.disturbed","no.fert",42.2347826086957,2001,0.904132231404901,3.74324411398249,0,0
"8/9/01","T7","R3","not.disturbed","no.fert",60.473,2001,0.904132231404901,4.10219698443206,0,0
"8/9/01","T7","R4","not.disturbed","no.fert",98.46,2001,0.904132231404901,4.58965037433005,0,0
"8/9/01","T7","R1","not.disturbed","fert",79.5235714285714,2001,0.904132231404901,4.37605347367092,1,0
"8/9/01","T7","R2","not.disturbed","fert",93.2585714285714,2001,0.904132231404901,4.53537597310471,1,0
"8/9/01","T7","R3","not.disturbed","fert",92.504,2001,0.904132231404901,4.52725188682666,1,0
"8/9/01","T7","R4","not.disturbed","fert",56.3663157894737,2001,0.904132231404901,4.0318717423112,1,0
"8/9/09","T7","R1","not.disturbed","no.fert",34.844,2009,8.9041322314049,3.55088095595665,0,0
"8/9/09","T7","R2","not.disturbed","no.fert",54.938,2009,8.9041322314049,4.0062052766554,0,0
"8/9/09","T7","R3","not.disturbed","no.fert",47.4564705882353,2009,8.9041322314049,3.85981288221273,0,0
"8/9/09","T7","R4","not.disturbed","no.fert",63.825,2009,8.9041322314049,4.15614496312755,0,0
"8/9/09","T7","R5","not.disturbed","no.fert",57.9818181818182,2009,8.9041322314049,4.06012948177759,0,0
"8/9/09","T7","R6","not.disturbed","no.fert",20.4261111111111,2009,8.9041322314049,3.01681403883127,0,0
"8/9/09","T7","R1","not.disturbed","fert",117.224,2009,8.9041322314049,4.76408663433572,1,0
"8/9/09","T7","R2","not.disturbed","fert",67.9653333333333,2009,8.9041322314049,4.21899777126034,1,0
"8/9/09","T7","R3","not.disturbed","fert",92.764,2009,8.9041322314049,4.53005863349296,1,0
"8/9/09","T7","R4","not.disturbed","fert",73.655,2009,8.9041322314049,4.2993920292669,1,0
"8/9/09","T7","R5","not.disturbed","fert",78.6775,2009,8.9041322314049,4.3653572187405,1,0
"8/9/09","T7","R6","not.disturbed","fert",73.542,2009,8.9041322314049,4.29785667158708,1,0
"8/9/93","T7","R2","not.disturbed","no.fert",82.6607692307692,1993,-7.0958677685951,4.41474511500169,0,0
"8/9/93","T7","R5","not.disturbed","no.fert",30.3381818181818,1993,-7.0958677685951,3.4124070452355,0,0
"8/9/93","T7","R6","not.disturbed","no.fert",46.4266666666667,1993,-7.0958677685951,3.83787400679182,0,0
"8/9/93","T7","R2","not.disturbed","fert",11.775,1993,-7.0958677685951,2.46597863990248,1,0
"8/9/93","T7","R6","not.disturbed","fert",48.0345454545455,1993,-7.0958677685951,3.87192044901992,1,0
"8/9/99","T7","R1","disturbed","no.fert",24.2038461538462,1999,-1.0958677685951,3.18651155251141,0,1
"8/9/99","T7","R2","disturbed","no.fert",25.0711111111111,1999,-1.0958677685951,3.22171623153556,0,1
"8/9/99","T7","R3","disturbed","no.fert",37.3445454545455,1999,-1.0958677685951,3.62018686221388,0,1
"8/9/99","T7","R4","disturbed","no.fert",25.8641666666667,1999,-1.0958677685951,3.25285848436566,0,1
"8/9/99","T7","R5","disturbed","no.fert",100.297142857143,1999,-1.0958677685951,4.6081372085915,0,1
"8/9/99","T7","R6","disturbed","no.fert",19.79375,1999,-1.0958677685951,2.98536623130481,0,1
"8/9/99","T7","R1","disturbed","fert",85.274,1999,-1.0958677685951,4.44586960146961,1,1
"8/9/99","T7","R2","disturbed","fert",118.3275,1999,-1.0958677685951,4.77345620381758,1,1
"8/9/99","T7","R3","disturbed","fert",111.09375,1999,-1.0958677685951,4.71037443943762,1,1
"8/9/99","T7","R4","disturbed","fert",49.8533333333333,1999,-1.0958677685951,3.9090853614408,1,1
"8/9/99","T7","R5","disturbed","fert",196.2,1999,-1.0958677685951,5.27913454713126,1,1
"8/9/99","T7","R6","disturbed","fert",84.874,1999,-1.0958677685951,4.44116780377705,1,1
"9/1/04","T7","R1","disturbed","no.fert",16.364,2004,3.9041322314049,2.79508380006715,0,1
"9/1/04","T7","R2","disturbed","no.fert",15.53,2004,3.9041322314049,2.7427736371606,0,1
"9/1/04","T7","R3","disturbed","no.fert",17.5573333333333,2004,3.9041322314049,2.86547171638649,0,1
"9/1/04","T7","R1","disturbed","fert",25.9041666666667,2004,3.9041322314049,3.25440383092735,1,1
"9/1/04","T7","R2","disturbed","fert",32.585652173913,2004,3.9041322314049,3.48387207412796,1,1
"9/1/04","T7","R3","disturbed","fert",50.70125,2004,3.9041322314049,3.92595056512556,1,1
"9/15/89","T7","R1","not.disturbed","no.fert",674.7,1989,-11.0958677685951,6.51426814763338,0,0
"9/15/89","T7","R2","not.disturbed","no.fert",415.642857142857,1989,-11.0958677685951,6.02982637504141,0,0
"9/15/89","T7","R3","not.disturbed","no.fert",573.25,1989,-11.0958677685951,6.35132192173801,0,0
"9/15/89","T7","R4","not.disturbed","no.fert",868.375,1989,-11.0958677685951,6.76662364901305,0,0
"9/15/89","T7","R5","not.disturbed","no.fert",137.041666666667,1989,-11.0958677685951,4.92028501584111,0,0
"9/15/89","T7","R6","not.disturbed","no.fert",316.958333333333,1989,-11.0958677685951,5.75877032464936,0,0
"9/15/89","T7","R1","not.disturbed","fert",715.75,1989,-11.0958677685951,6.57333094397822,1,0
"9/15/89","T7","R2","not.disturbed","fert",881.4375,1989,-11.0958677685951,6.78155409745246,1,0
"9/15/89","T7","R3","not.disturbed","fert",776.45,1989,-11.0958677685951,6.6547322490152,1,0
"9/15/89","T7","R4","not.disturbed","fert",594.45,1989,-11.0958677685951,6.38763660830455,1,0
"9/15/89","T7","R5","not.disturbed","fert",981.083333333333,1989,-11.0958677685951,6.8886574032902,1,0
"9/15/89","T7","R6","not.disturbed","fert",936.416666666667,1989,-11.0958677685951,6.8420605341199,1,0
"9/2/03","T7","R1","disturbed","no.fert",15.7458823529412,2003,2.9041322314049,2.7565788931823,0,1
"9/2/03","T7","R2","disturbed","no.fert",22.98,2003,2.9041322314049,3.13462427242061,0,1
"9/2/03","T7","R3","disturbed","no.fert",21.3902941176471,2003,2.9041322314049,3.06293727324041,0,1
"9/2/03","T7","R4","disturbed","no.fert",42.4108333333333,2003,2.9041322314049,3.7474038327472,0,1
"9/2/03","T7","R5","disturbed","no.fert",64.1481818181818,2003,2.9041322314049,4.16119574799719,0,1
"9/2/03","T7","R6","disturbed","no.fert",16.5147368421053,2003,2.9041322314049,2.80425312423837,0,1
"9/2/03","T7","R1","disturbed","fert",50.6457142857143,2003,2.9041322314049,3.92485461281488,1,1
"9/2/03","T7","R2","disturbed","fert",123.5125,2003,2.9041322314049,4.81634236552108,1,1
"9/2/03","T7","R3","disturbed","fert",100.001111111111,2003,2.9041322314049,4.60518129703747,1,1
"9/2/03","T7","R4","disturbed","fert",108.89125,2003,2.9041322314049,4.69034967776678,1,1
"9/2/03","T7","R5","disturbed","fert",234.784,2003,2.9041322314049,5.45866594253158,1,1
"9/2/03","T7","R6","disturbed","fert",113.507,2003,2.9041322314049,4.7318645090285,1,1
"9/2/08","T7","R1","disturbed","no.fert",17.9613333333333,2008,7.9041322314049,2.88822129916821,0,1
"9/2/08","T7","R2","disturbed","no.fert",11.73375,2008,7.9041322314049,2.46246930466906,0,1
"9/2/08","T7","R3","disturbed","no.fert",24.5246153846154,2008,7.9041322314049,3.19967732274396,0,1
"9/2/08","T7","R4","disturbed","no.fert",26.0468421052632,2008,7.9041322314049,3.25989653648501,0,1
"9/2/08","T7","R5","disturbed","no.fert",21.2810714285714,2008,7.9041322314049,3.05781801229297,0,1
"9/2/08","T7","R6","disturbed","no.fert",21.4738888888889,2008,7.9041322314049,3.06683772678271,0,1
"9/2/08","T7","R1","disturbed","fert",26.4178571428571,2008,7.9041322314049,3.27404018841862,1,1
"9/2/08","T7","R2","disturbed","fert",54.4064285714286,2008,7.9041322314049,3.99648231914901,1,1
"9/2/08","T7","R3","disturbed","fert",59.24,2008,7.9041322314049,4.0815969893996,1,1
"9/2/08","T7","R4","disturbed","fert",49.3936363636364,2008,7.9041322314049,3.89982159734618,1,1
"9/2/08","T7","R5","disturbed","fert",70.9672727272727,2008,7.9041322314049,4.26221882326916,1,1
"9/2/08","T7","R6","disturbed","fert",76.7622222222222,2008,7.9041322314049,4.3407126209839,1,1
"9/9/04","T7","R4","disturbed","no.fert",15.534,2004,3.9041322314049,2.74303116999746,0,1
"9/9/04","T7","R5","disturbed","no.fert",23.4526315789474,2004,3.9041322314049,3.15498270944663,0,1
"9/9/04","T7","R6","disturbed","no.fert",15.8613636363636,2004,3.9041322314049,2.76388619210484,0,1
"9/9/04","T7","R4","disturbed","fert",47.4394117647059,2004,3.9041322314049,3.85945335504906,1,1
"9/9/04","T7","R5","disturbed","fert",130.0665,2004,3.9041322314049,4.86804585812592,1,1
"9/9/04","T7","R6","disturbed","fert",41.2757142857143,2004,3.9041322314049,3.72027429518557,1,1
